# sqrt_k_eta0 h omega_b omega_cdm A_s n_s
3.91857531e+00 6.92731511e-01 2.22151263e-02 1.26497890e-01 2.11568744e-09 9.64980527e-01
3.65831905e+00 7.16581401e-01 2.19956307e-02 1.16223511e-01 2.10728442e-09 9.65074086e-01
3.74353973e+00 6.60941630e-01 2.20688298e-02 1.21262280e-01 2.20178251e-09 9.61125243e-01
3.49004618e+00 7.08679144e-01 2.19180165e-02 1.22007268e-01 2.23165700e-09 9.67606713e-01
3.61907425e+00 7.02491619e-01 2.20051968e-02 1.21552367e-01 2.15292249e-09 9.66523391e-01
3.75698629e+00 7.09574763e-01 2.22791791e-02 1.20676640e-01 2.04294573e-09 9.59251895e-01
3.51058503e+00 6.88579777e-01 2.23179345e-02 1.22635436e-01 2.02443351e-09 9.62419003e-01
3.56149538e+00 6.92371712e-01 2.18759860e-02 1.22033695e-01 2.17301655e-09 9.70991808e-01
3.84141231e+00 6.66656745e-01 2.18237212e-02 1.20607706e-01 2.02923611e-09 9.70037132e-01
3.70699969e+00 7.13601373e-01 2.21885658e-02 1.20850170e-01 2.06832741e-09 9.64450588e-01
3.60779676e+00 6.62446023e-01 2.22564585e-02 1.18287281e-01 2.08437005e-09 9.62514851e-01
3.56542168e+00 7.08073204e-01 2.19824536e-02 1.11259581e-01 1.95324900e-09 9.63335262e-01
3.52908552e+00 7.00554584e-01 2.20899677e-02 1.19141330e-01 2.01658942e-09 9.68966463e-01
3.82689762e+00 7.08124511e-01 2.21291029e-02 1.20740496e-01 2.06446859e-09 9.61959806e-01
4.03661220e+00 7.17972644e-01 2.22482962e-02 1.23506609e-01 1.97851272e-09 9.67829044e-01
3.47337951e+00 6.78551460e-01 2.19222824e-02 1.17554350e-01 2.28675128e-09 9.59473123e-01
3.43148547e+00 6.83905678e-01 2.23601967e-02 1.16386867e-01 2.17729887e-09 9.61308576e-01
3.49982158e+00 6.80167440e-01 2.22886749e-02 1.22952414e-01 2.08265068e-09 9.72817514e-01
3.62363393e+00 6.72846026e-01 2.18175655e-02 1.19625899e-01 1.88242811e-09 9.58381400e-01
3.59405923e+00 6.84222790e-01 2.21625743e-02 1.28793483e-01 2.20087983e-09 9.71408841e-01
3.81819520e+00 7.20564976e-01 2.19180328e-02 1.21045246e-01 2.10506201e-09 9.69513681e-01
3.80710917e+00 7.24798260e-01 2.16888625e-02 1.18781750e-01 2.10275791e-09 9.59910469e-01
3.32019211e+00 7.08890446e-01 2.20756765e-02 1.17667461e-01 2.20044833e-09 9.69575633e-01
3.55631084e+00 7.34125381e-01 2.19835644e-02 1.21299089e-01 2.12270909e-09 9.64328591e-01
3.73676442e+00 7.10050282e-01 2.18933704e-02 1.21361515e-01 1.98087855e-09 9.68887501e-01
3.62022874e+00 6.62152049e-01 2.23973126e-02 1.16679841e-01 2.11936451e-09 9.59429652e-01
3.65393766e+00 7.04266296e-01 2.17612713e-02 1.22683071e-01 2.22516113e-09 9.64441096e-01
3.70884428e+00 6.81706291e-01 2.20782848e-02 1.20856329e-01 2.09263915e-09 9.63215943e-01
3.46128897e+00 6.90107798e-01 2.22567812e-02 1.21124833e-01 1.98382589e-09 9.68224194e-01
3.38611158e+00 7.18713649e-01 2.18176453e-02 1.19933983e-01 2.16565827e-09 9.66808353e-01
3.88456995e+00 6.61886304e-01 2.18676636e-02 1.21996876e-01 1.96232478e-09 9.68570225e-01
3.33279781e+00 7.04300975e-01 2.18694012e-02 1.14947291e-01 2.11423396e-09 9.66388384e-01
3.54110514e+00 7.20089734e-01 2.22442422e-02 1.21790438e-01 2.12087669e-09 9.64153665e-01
3.74892409e+00 7.15144305e-01 2.19065859e-02 1.24259840e-01 2.00741008e-09 9.70768981e-01
3.35058496e+00 7.03797615e-01 2.21426827e-02 1.23025103e-01 2.02757207e-09 9.63223502e-01
3.68863165e+00 7.29684330e-01 2.16993761e-02 1.17477334e-01 2.16659492e-09 9.63287664e-01
3.54609319e+00 7.01835791e-01 2.23195721e-02 1.16721458e-01 2.06341187e-09 9.63831691e-01
3.72217939e+00 7.35083699e-01 2.22787799e-02 1.19475528e-01 2.08237654e-09 9.63451151e-01
3.58540873e+00 6.88261559e-01 2.19015769e-02 1.18211557e-01 2.25338255e-09 9.60154491e-01
3.65645107e+00 7.16741630e-01 2.20448706e-02 1.21530648e-01 2.01250008e-09 9.66853234e-01
3.68153881e+00 6.94521652e-01 2.17266785e-02 1.27637044e-01 2.01736110e-09 9.71046639e-01
3.54451675e+00 6.78039076e-01 2.15467626e-02 1.23389119e-01 2.06153083e-09 9.68463154e-01
3.35921792e+00 6.77021943e-01 2.15682770e-02 1.20192858e-01 2.16530987e-09 9.62082408e-01
4.01329660e+00 6.98420539e-01 2.17735408e-02 1.17045153e-01 2.27495882e-09 9.70280497e-01
3.96177841e+00 6.84951453e-01 2.20768503e-02 1.17342836e-01 2.05636501e-09 9.62964271e-01
3.84131861e+00 7.24850689e-01 2.21323830e-02 1.19551225e-01 2.20195705e-09 9.62498913e-01
3.55494468e+00 7.22904148e-01 2.16859164e-02 1.13400023e-01 1.99260302e-09 9.71022304e-01
3.67246381e+00 7.08439239e-01 2.20171041e-02 1.23976964e-01 2.19079986e-09 9.62471178e-01
3.81791224e+00 6.88443694e-01 2.16047556e-02 1.22248103e-01 2.05024646e-09 9.67684713e-01
3.51206888e+00 6.80925462e-01 2.19141028e-02 1.15717479e-01 2.20520363e-09 9.70962118e-01
3.41422577e+00 7.61220573e-01 2.19404183e-02 1.23963546e-01 1.98256994e-09 9.66339452e-01
3.46333052e+00 7.15421867e-01 2.20980523e-02 1.19191668e-01 2.11991084e-09 9.68890055e-01
3.65347443e+00 6.93652230e-01 2.22100347e-02 1.19198752e-01 2.05468096e-09 9.65476473e-01
3.57665405e+00 6.78400455e-01 2.22496430e-02 1.20354478e-01 2.14618465e-09 9.67085874e-01
3.71494008e+00 7.11678991e-01 2.18799873e-02 1.23413767e-01 2.23011255e-09 9.62103527e-01
3.87604392e+00 7.00114699e-01 2.20584637e-02 1.16099316e-01 2.12255236e-09 9.63332498e-01
3.42550936e+00 7.29812839e-01 2.20290074e-02 1.23090296e-01 2.15056987e-09 9.62260737e-01
3.65962708e+00 7.15147224e-01 2.18049470e-02 1.21446573e-01 2.13935418e-09 9.66770363e-01
3.70648242e+00 7.09690957e-01 2.15546335e-02 1.21969731e-01 2.21861704e-09 9.66376562e-01
3.48130019e+00 6.93150243e-01 2.22777397e-02 1.17842029e-01 2.07054060e-09 9.63636654e-01
3.29386290e+00 7.05434761e-01 2.21042221e-02 1.11860746e-01 2.18662636e-09 9.68957263e-01
3.40388523e+00 6.93598150e-01 2.20601567e-02 1.22827397e-01 2.09316724e-09 9.67664889e-01
3.66886498e+00 7.29659693e-01 2.21773436e-02 1.11979959e-01 1.88930374e-09 9.70429609e-01
3.64566800e+00 6.88337710e-01 2.20071312e-02 1.17340595e-01 1.94775690e-09 9.67634389e-01
3.69062657e+00 7.13698891e-01 2.18459195e-02 1.20151875e-01 1.96397001e-09 9.67962402e-01
3.65391832e+00 6.84387869e-01 2.21736940e-02 1.20892434e-01 2.14559266e-09 9.69450021e-01
3.48529685e+00 6.83519736e-01 2.19755359e-02 1.17919198e-01 2.11597054e-09 9.61141657e-01
3.26369017e+00 6.82488578e-01 2.17766332e-02 1.20402982e-01 2.24983375e-09 9.62996048e-01
3.64485846e+00 7.04613854e-01 2.17790964e-02 1.20665467e-01 1.95623527e-09 9.64219225e-01
3.56471715e+00 6.87828840e-01 2.21510499e-02 1.20362460e-01 2.02585785e-09 9.65002865e-01
3.51832263e+00 7.20720814e-01 2.20862814e-02 1.23689302e-01 2.07142096e-09 9.61320819e-01
3.62859722e+00 6.81896483e-01 2.17982981e-02 1.15487378e-01 2.06895116e-09 9.74247182e-01
3.79232857e+00 7.21549659e-01 2.22502455e-02 1.15732011e-01 2.14524613e-09 9.64736528e-01
3.88866835e+00 6.91545884e-01 2.19772226e-02 1.12364124e-01 2.09774161e-09 9.69342837e-01
3.34610640e+00 7.38477217e-01 2.22840989e-02 1.18646643e-01 2.17836514e-09 9.64096803e-01
3.09320330e+00 6.95671469e-01 2.17844637e-02 1.15181860e-01 2.06704734e-09 9.67304263e-01
3.54093102e+00 7.26161051e-01 2.19164401e-02 1.17797057e-01 2.14030687e-09 9.66078921e-01
3.58935210e+00 6.86814592e-01 2.19504749e-02 1.22824264e-01 1.99893205e-09 9.61734293e-01
3.66929874e+00 7.18391727e-01 2.16889011e-02 1.23841115e-01 2.09044872e-09 9.66202253e-01
3.64919030e+00 7.19391671e-01 2.20018725e-02 1.12720105e-01 2.14188453e-09 9.65816164e-01
3.66103711e+00 7.12970788e-01 2.18417182e-02 1.26094992e-01 1.99174175e-09 9.66717942e-01
3.80932807e+00 6.95869752e-01 2.20482763e-02 1.19790755e-01 2.11800383e-09 9.60755534e-01
3.73649915e+00 6.76310364e-01 2.18953031e-02 1.17590642e-01 2.04223637e-09 9.76187372e-01
3.75809257e+00 7.16474525e-01 2.16577077e-02 1.16609247e-01 2.06003171e-09 9.66395853e-01
3.50625690e+00 7.05720389e-01 2.20103188e-02 1.19393645e-01 1.86531968e-09 9.58385107e-01
3.32641578e+00 7.14441498e-01 2.20347393e-02 1.22837257e-01 2.04724098e-09 9.62555731e-01
3.52105118e+00 7.14900745e-01 2.21504875e-02 1.23869309e-01 2.11062551e-09 9.61002848e-01
3.40540384e+00 7.25270579e-01 2.20256502e-02 1.12826491e-01 2.20239183e-09 9.58028167e-01
3.86388118e+00 7.08330608e-01 2.20045871e-02 1.15124834e-01 2.15766688e-09 9.68559304e-01
3.35090644e+00 7.19175678e-01 2.20475528e-02 1.17318549e-01 2.10456715e-09 9.68170046e-01
3.42928158e+00 7.00957540e-01 2.16587925e-02 1.20123038e-01 2.00122596e-09 9.60946137e-01
4.00291071e+00 7.08431582e-01 2.21368162e-02 1.21578886e-01 2.07696935e-09 9.68860030e-01
3.71754267e+00 7.01886079e-01 2.15916568e-02 1.16935075e-01 2.02357161e-09 9.67298668e-01
3.29032003e+00 7.15805586e-01 2.20053879e-02 1.15168545e-01 2.09205816e-09 9.64729895e-01
3.76407771e+00 7.00791091e-01 2.20692963e-02 1.12199247e-01 2.05992023e-09 9.63923733e-01
3.79942417e+00 6.91964316e-01 2.19364552e-02 1.23008234e-01 2.16633797e-09 9.68487407e-01
3.74933846e+00 6.67841655e-01 2.17088963e-02 1.28836957e-01 1.95905279e-09 9.67422952e-01
3.76245227e+00 6.84041413e-01 2.19434682e-02 1.16590059e-01 2.01718463e-09 9.66897701e-01
3.66869755e+00 7.00404467e-01 2.22235566e-02 1.14629592e-01 2.15776978e-09 9.71466520e-01
3.36861016e+00 7.36033913e-01 2.18724269e-02 1.13706176e-01 1.95944473e-09 9.63217021e-01
3.76721071e+00 6.84387597e-01 2.21245581e-02 1.32577556e-01 2.13913278e-09 9.67689806e-01
3.28563088e+00 7.04691927e-01 2.20084645e-02 1.15779120e-01 2.17730370e-09 9.67917373e-01
3.67052723e+00 7.17967925e-01 2.20808165e-02 1.17659313e-01 2.11882863e-09 9.62527901e-01
3.52680144e+00 7.06243821e-01 2.19869739e-02 1.15549236e-01 2.11983112e-09 9.70297060e-01
3.45649255e+00 7.09735944e-01 2.20783421e-02 1.20018201e-01 2.09364209e-09 9.64729880e-01
3.48662639e+00 6.40004030e-01 2.18340708e-02 1.24034999e-01 1.97033178e-09 9.61638365e-01
3.39824309e+00 7.11822549e-01 2.21209366e-02 1.13401381e-01 2.05414936e-09 9.72716083e-01
3.41954476e+00 6.42558441e-01 2.20328802e-02 1.21408089e-01 2.16815121e-09 9.62571082e-01
3.54355651e+00 7.40266480e-01 2.17571693e-02 1.13119244e-01 2.30891647e-09 9.62680534e-01
3.64450478e+00 7.30403852e-01 2.18588392e-02 1.21446601e-01 2.03813621e-09 9.61016544e-01
3.84808137e+00 7.10350388e-01 2.21330403e-02 1.15887569e-01 2.06010698e-09 9.68300005e-01
3.75897591e+00 6.79915280e-01 2.20822311e-02 1.25188915e-01 2.00628915e-09 9.59726117e-01
3.68190923e+00 6.75713373e-01 2.20883644e-02 1.17546738e-01 1.99466410e-09 9.63751801e-01
3.36726832e+00 7.06311717e-01 2.20537864e-02 1.18461218e-01 2.12807703e-09 9.59476096e-01
3.40370195e+00 6.86812838e-01 2.21598390e-02 1.18849356e-01 2.30282462e-09 9.68285180e-01
3.80711601e+00 6.94432842e-01 2.18955734e-02 1.20455797e-01 2.23226351e-09 9.70299373e-01
3.48578444e+00 6.84470527e-01 2.16257673e-02 1.20690536e-01 2.27176196e-09 9.59886083e-01
3.94690675e+00 7.04763624e-01 2.22783812e-02 1.20505298e-01 2.00092392e-09 9.65219390e-01
3.19166910e+00 6.69282245e-01 2.20256851e-02 1.26200343e-01 2.12435742e-09 9.66202536e-01
3.82975925e+00 6.92183876e-01 2.18015967e-02 1.19137885e-01 1.92664820e-09 9.66385147e-01
3.51023352e+00 7.00092596e-01 2.23900541e-02 1.17764703e-01 2.16656947e-09 9.66121842e-01
3.89340746e+00 6.78697479e-01 2.20499567e-02 1.16320040e-01 2.18629337e-09 9.59274812e-01
3.30654865e+00 7.11531096e-01 2.19048411e-02 1.14330905e-01 2.18412163e-09 9.70654876e-01
3.94337669e+00 6.98266304e-01 2.20400323e-02 1.27720831e-01 2.04660322e-09 9.66548892e-01
3.59504166e+00 6.87780414e-01 2.18647991e-02 1.22984874e-01 2.15936826e-09 9.70026436e-01
3.84816168e+00 6.92730757e-01 2.18534149e-02 1.24246153e-01 2.04281734e-09 9.68742628e-01
3.46008296e+00 7.05551696e-01 2.19423778e-02 1.23826040e-01 2.14743426e-09 9.62698529e-01
3.63956494e+00 7.21908124e-01 2.15289273e-02 1.13078525e-01 1.96968182e-09 9.67544809e-01
3.77006644e+00 6.84276005e-01 2.20752112e-02 1.16287014e-01 2.00778939e-09 9.62344536e-01
3.73846992e+00 7.07650578e-01 2.22796076e-02 1.21239328e-01 2.12179864e-09 9.71171064e-01
3.78595782e+00 6.89953526e-01 2.21419116e-02 1.20586368e-01 2.02596547e-09 9.63783087e-01
3.36547181e+00 6.70197425e-01 2.18411644e-02 1.20895141e-01 2.14982222e-09 9.59189842e-01
3.54188999e+00 6.86711545e-01 2.20141334e-02 1.17068950e-01 2.16239870e-09 9.63112606e-01
3.70868935e+00 7.03029748e-01 2.21165660e-02 1.17779331e-01 2.13520284e-09 9.71276499e-01
3.83854359e+00 6.78666854e-01 2.18162041e-02 1.15364102e-01 2.11162259e-09 9.59943947e-01
3.75419061e+00 6.81765361e-01 2.22227240e-02 1.18821598e-01 2.22549886e-09 9.72278017e-01
3.54280318e+00 7.07238106e-01 2.20334669e-02 1.22675956e-01 2.06667800e-09 9.70261793e-01
3.67825289e+00 7.05206651e-01 2.17544970e-02 1.20657497e-01 2.01220859e-09 9.73978538e-01
3.92225792e+00 7.16101368e-01 2.20350468e-02 1.27039740e-01 1.97742080e-09 9.72714293e-01
3.94140210e+00 6.86924882e-01 2.21523107e-02 1.14282741e-01 2.13438898e-09 9.64926197e-01
3.78380193e+00 7.42010539e-01 2.17494141e-02 1.21981340e-01 2.08108116e-09 9.67786187e-01
3.59904909e+00 7.07426712e-01 2.21923641e-02 1.16893716e-01 2.13286097e-09 9.58827784e-01
3.60982378e+00 6.85477434e-01 2.18966916e-02 1.18680139e-01 2.09162376e-09 9.65454913e-01
3.31212442e+00 6.82859108e-01 2.20738665e-02 1.21143299e-01 1.98494603e-09 9.59679734e-01
3.81870421e+00 6.71222026e-01 2.19568797e-02 1.20975660e-01 2.07617398e-09 9.62048731e-01
3.48414676e+00 6.88619296e-01 2.21599929e-02 1.16320618e-01 1.83847316e-09 9.70609159e-01
3.92783948e+00 7.01662002e-01 2.16129275e-02 1.20441529e-01 2.09928058e-09 9.75525406e-01
3.29993385e+00 6.68762254e-01 2.18680646e-02 1.16542861e-01 2.10887222e-09 9.62599330e-01
3.07582055e+00 7.09080636e-01 2.21325589e-02 1.23980740e-01 1.94613903e-09 9.70192627e-01
3.57382049e+00 6.57577521e-01 2.19436347e-02 1.13244577e-01 2.14856937e-09 9.65646959e-01
3.63982894e+00 6.96211719e-01 2.18959323e-02 1.15382501e-01 2.01041592e-09 9.59907094e-01
3.60914407e+00 6.98580801e-01 2.22044347e-02 1.08380402e-01 2.07607994e-09 9.60314727e-01
3.48115384e+00 6.89757198e-01 2.19075291e-02 1.22130072e-01 2.08632876e-09 9.70685594e-01
3.69101804e+00 7.25265358e-01 2.16761978e-02 1.22841096e-01 2.13187986e-09 9.62464227e-01
3.48125019e+00 7.06290900e-01 2.19558682e-02 1.19001805e-01 2.09650029e-09 9.60875745e-01
3.72288857e+00 6.98151424e-01 2.21234959e-02 1.23579848e-01 2.04129913e-09 9.69983880e-01
3.55154671e+00 6.95202235e-01 2.19600954e-02 1.18613864e-01 2.13516030e-09 9.67129541e-01
3.76056856e+00 7.24662715e-01 2.21332657e-02 1.22728587e-01 1.99235190e-09 9.75444722e-01
3.52786929e+00 7.05562488e-01 2.22774263e-02 1.22508922e-01 2.07631846e-09 9.65774367e-01
3.70202733e+00 6.97612103e-01 2.19081080e-02 1.14824404e-01 1.98346759e-09 9.63109283e-01
3.35542391e+00 6.86875525e-01 2.20513953e-02 1.18437839e-01 2.04132296e-09 9.65893060e-01
3.73230433e+00 6.88868353e-01 2.22128823e-02 1.28791489e-01 2.12039904e-09 9.68371402e-01
3.47888697e+00 7.05811582e-01 2.20716949e-02 1.15142270e-01 2.16606056e-09 9.62125427e-01
3.60444079e+00 6.81395921e-01 2.23901729e-02 1.14032291e-01 2.15809578e-09 9.61009188e-01
3.54210196e+00 7.08081355e-01 2.17135976e-02 1.19652264e-01 2.04535658e-09 9.72695717e-01
3.38016391e+00 7.06054155e-01 2.21605722e-02 1.14135638e-01 2.03626229e-09 9.69156353e-01
3.63709821e+00 7.38332064e-01 2.23827047e-02 1.20858338e-01 2.10195207e-09 9.69405506e-01
3.66110626e+00 6.94316925e-01 2.23894718e-02 1.19535083e-01 2.09900786e-09 9.60016246e-01
3.67025805e+00 6.95438843e-01 2.18740851e-02 1.17821857e-01 2.04965359e-09 9.62791924e-01
3.90140605e+00 6.85619442e-01 2.19403256e-02 1.12724823e-01 2.03621502e-09 9.63024660e-01
3.95657970e+00 7.05706179e-01 2.24556221e-02 1.15450309e-01 2.02921132e-09 9.66267329e-01
3.61483308e+00 7.20790497e-01 2.22699531e-02 1.19726958e-01 2.03320960e-09 9.60762722e-01
3.32921060e+00 7.06034856e-01 2.19451560e-02 1.24126472e-01 2.19503280e-09 9.57992323e-01
3.70902835e+00 7.06038086e-01 2.21695580e-02 1.19014854e-01 2.11320946e-09 9.60671484e-01
3.66886894e+00 6.85795311e-01 2.19408137e-02 1.19452239e-01 2.19166597e-09 9.59331904e-01
3.64151251e+00 6.76686179e-01 2.19302738e-02 1.13964391e-01 2.09983885e-09 9.59318000e-01
3.75079113e+00 6.97768852e-01 2.19853755e-02 1.19500550e-01 1.89231263e-09 9.72414700e-01
3.55181677e+00 6.72508672e-01 2.19361853e-02 1.17879862e-01 1.92225415e-09 9.66919150e-01
3.76545602e+00 6.85657768e-01 2.15988720e-02 1.15773699e-01 2.03845380e-09 9.69409136e-01
3.60539292e+00 6.67075496e-01 2.19270255e-02 1.18791434e-01 2.15722296e-09 9.64526005e-01
3.63252956e+00 6.54517466e-01 2.19852765e-02 1.17562300e-01 2.16181162e-09 9.65655918e-01
3.89731583e+00 6.81979988e-01 2.16298036e-02 1.20358193e-01 2.01246248e-09 9.64027934e-01
3.66004098e+00 7.36750827e-01 2.18471662e-02 1.23994887e-01 2.16558146e-09 9.68957376e-01
3.19301220e+00 7.20174012e-01 2.21262349e-02 1.22968812e-01 2.01286965e-09 9.66024685e-01
3.85289763e+00 6.94994328e-01 2.15665277e-02 1.20307039e-01 2.13263437e-09 9.64772948e-01
3.73687744e+00 6.72181602e-01 2.19144999e-02 1.21913536e-01 2.12688412e-09 9.71503019e-01
3.50145381e+00 6.90478144e-01 2.20422048e-02 1.22670056e-01 2.21561938e-09 9.67608230e-01
3.74770219e+00 7.09237201e-01 2.19619072e-02 1.17206887e-01 2.25864756e-09 9.65419792e-01
3.63942949e+00 7.24100608e-01 2.22248550e-02 1.26055184e-01 2.12189599e-09 9.59570387e-01
3.78687404e+00 6.94475327e-01 2.24793830e-02 1.18350056e-01 2.21359281e-09 9.68403224e-01
3.46585119e+00 6.68426951e-01 2.20541453e-02 1.18710413e-01 2.04295211e-09 9.65522386e-01
3.72204175e+00 7.24710935e-01 2.19970721e-02 1.24493145e-01 2.04966067e-09 9.73363016e-01
3.66459338e+00 6.82787014e-01 2.16542628e-02 1.17832884e-01 1.98070364e-09 9.64818571e-01
3.41506488e+00 7.47247905e-01 2.21169879e-02 1.16366084e-01 1.91086327e-09 9.66743234e-01
3.46002561e+00 7.02415325e-01 2.21118466e-02 1.15128691e-01 1.94518164e-09 9.65390643e-01
3.48318235e+00 6.84205437e-01 2.22131909e-02 1.17422388e-01 1.94457521e-09 9.67215140e-01
3.44719070e+00 6.88037711e-01 2.23479603e-02 1.17115082e-01 2.04135783e-09 9.66836866e-01
3.89680715e+00 6.72218354e-01 2.20349520e-02 1.20973440e-01 2.02435118e-09 9.62715489e-01
4.01340950e+00 6.69436247e-01 2.23136313e-02 1.24633358e-01 2.13033688e-09 9.72132361e-01
3.68639635e+00 6.67191515e-01 2.20104887e-02 1.17233058e-01 2.11330692e-09 9.70896739e-01
3.60044342e+00 7.12131917e-01 2.16221553e-02 1.20226547e-01 2.12934308e-09 9.64224310e-01
3.46586802e+00 6.91892719e-01 2.16685707e-02 1.12985761e-01 2.12344013e-09 9.65097647e-01
3.84655913e+00 6.80074297e-01 2.21143425e-02 1.17066585e-01 1.95181671e-09 9.68422410e-01
3.56437893e+00 6.93716161e-01 2.17629962e-02 1.20028790e-01 2.02614167e-09 9.64768196e-01
3.60226977e+00 7.12905670e-01 2.17790841e-02 1.22703979e-01 2.10745933e-09 9.63920828e-01
3.70359386e+00 7.34752514e-01 2.21868125e-02 1.20705309e-01 2.11859756e-09 9.70737764e-01
3.77439012e+00 6.99898196e-01 2.18526964e-02 1.21294373e-01 1.98840936e-09 9.59691850e-01
3.67454368e+00 7.12962263e-01 2.16604197e-02 1.21630602e-01 1.89103760e-09 9.63047910e-01
3.17280575e+00 6.77533196e-01 2.19238332e-02 1.22967834e-01 2.14431022e-09 9.63826280e-01
3.62171774e+00 6.87494726e-01 2.17508323e-02 1.23566535e-01 2.13165127e-09 9.64512830e-01
3.46438168e+00 6.85070634e-01 2.19016335e-02 1.24697902e-01 2.07178673e-09 9.68924401e-01
3.69968879e+00 6.57328470e-01 2.17085679e-02 1.21439479e-01 2.21371334e-09 9.72852448e-01
3.46285594e+00 6.77165111e-01 2.21015581e-02 1.22973264e-01 2.25561813e-09 9.68574508e-01
3.37624791e+00 6.69368133e-01 2.18702945e-02 1.21596491e-01 2.17712507e-09 9.59323040e-01
3.96423047e+00 7.00955852e-01 2.20193085e-02 1.19044868e-01 2.10269876e-09 9.65053120e-01
3.55870536e+00 6.99573981e-01 2.20459175e-02 1.20699280e-01 2.15215887e-09 9.72082861e-01
3.88930702e+00 6.85717138e-01 2.21636263e-02 1.22569983e-01 2.06586185e-09 9.69469748e-01
3.89010912e+00 7.30017717e-01 2.23777225e-02 1.25486874e-01 2.09835326e-09 9.67398990e-01
3.96893833e+00 6.99773954e-01 2.17016438e-02 1.21317649e-01 1.98235838e-09 9.62952134e-01
3.53332074e+00 6.67495906e-01 2.21659194e-02 1.23618845e-01 2.11385118e-09 9.63358152e-01
3.91366760e+00 7.45357420e-01 2.21375343e-02 1.18620447e-01 2.22733370e-09 9.66110557e-01
3.49802664e+00 7.06472518e-01 2.19589060e-02 1.26624283e-01 2.26383097e-09 9.66806451e-01
3.59523358e+00 6.97992098e-01 2.19619433e-02 1.15315141e-01 2.12741495e-09 9.62510553e-01
3.87135898e+00 7.25164155e-01 2.19929460e-02 1.14982324e-01 2.02589240e-09 9.68522054e-01
3.52438076e+00 6.85969662e-01 2.21129687e-02 1.14801307e-01 2.05816164e-09 9.57575445e-01
3.68282341e+00 7.35155470e-01 2.19279135e-02 1.17453398e-01 1.89174551e-09 9.63045856e-01
3.39999566e+00 6.77558118e-01 2.19208480e-02 1.21346025e-01 2.03401022e-09 9.61647677e-01
3.97590208e+00 7.00046931e-01 2.20325385e-02 1.12654724e-01 2.05691854e-09 9.69208284e-01
3.48475225e+00 6.94100061e-01 2.19832156e-02 1.20618257e-01 2.11053424e-09 9.64159451e-01
3.36259412e+00 7.12523860e-01 2.25680611e-02 1.17860500e-01 2.06514725e-09 9.66007781e-01
3.14276260e+00 7.08010888e-01 2.18605448e-02 1.24605062e-01 1.99669242e-09 9.64101875e-01
3.64595861e+00 6.86064426e-01 2.20178359e-02 1.11854793e-01 2.02555696e-09 9.68644669e-01
3.73517966e+00 7.18747339e-01 2.17605558e-02 1.23617026e-01 2.10218447e-09 9.68975881e-01
3.23142054e+00 6.96717649e-01 2.20621122e-02 1.22965325e-01 2.07915778e-09 9.65793107e-01
3.44355539e+00 7.11369038e-01 2.20236967e-02 1.19902860e-01 2.19384904e-09 9.63286645e-01
3.54103168e+00 6.46634676e-01 2.21493157e-02 1.11734603e-01 2.01547318e-09 9.61341769e-01
3.88109670e+00 6.90095824e-01 2.19158000e-02 1.21194155e-01 2.04219057e-09 9.76413596e-01
3.36111995e+00 7.27059741e-01 2.19965625e-02 1.18292005e-01 2.10451619e-09 9.67492832e-01
3.43357540e+00 6.87485415e-01 2.21172013e-02 1.20454457e-01 1.94693916e-09 9.65235965e-01
3.53257604e+00 7.22587872e-01 2.19697573e-02 1.16407515e-01 1.95324049e-09 9.60652145e-01
3.57919653e+00 7.28844283e-01 2.16572767e-02 1.23746173e-01 2.29324272e-09 9.67121032e-01
3.55655747e+00 7.19779022e-01 2.20387492e-02 1.13022070e-01 2.17618038e-09 9.58823198e-01
